SEVERITY CODE,MINE/PROJECT & LOCATION,ORE TYPE,DAM TYPE,DAM FILL MATERIAL,DAM HEIGHT (meters),"STORAGE VOLUME
(cu. meters)",Type Number,Type Key,Type Cause,INCIDENT YEAR,INCIDENT DATE,"RELEASE
(cu. meters)",RUNOUT (km),DEATHS,SOURCES,NOTES,DEPOSIT TYPE,ORE TYPE,Est. Size (resource)  Mtonnes,"Cu, %","Au, ppm","CuEq, %",1st Prod,"Est. Mill through-put to event, Mtonnes",Adverse Minerals,,Release,Runout,Deaths,Overall,,vser,ser,minor
4,"Cuajone mine, Torata water supply dam, Peru",Cu,DS,WR,130,16000000,3,A,EQ,2001,26/Jun/01,none,,,,"Effects from the 26Jun01 Peruvian earthquake.  Effects at the dam site included minor cracking and joint separation in the concrete face near the left abutment, and densification cracking in the uncompacted portion of the downstream rockfill.",,Cu,,,,,,,,,,,,,,,,
2,"Sebastião das Águas Claras, Nova Lima district, Minas Gerais, Brazil",Fe,,,,,1,A,U,2001,22/Jun/01,,8,2,WISE,"2 killed, 3 missing. Taililngs 8 km downstream the Córrego Taquaras stream, mud affected an area of 30 hectares",Strat,Fe,,,,,,,,,0,0.205128205,0.142857143,0.347985348,,0,0.347985348,0
1,"Nandan Tin mine, Dachang, Guangxi Province, China",Sn,US,,,,1,A,U,2000,18/Oct/00,,,28,"Wei, WISE","WISE:15 killed, 100 missing, 100 houses destroyed",,Sn,,,,,,,"Py, Asp, Ga",,0,0,2,2,,2,0,0
1,"Inez, Martin County, Kentucky, USA (Massey Energy subsidiary Martin Co. Coal Corp)",Coal,,,,7500000,1,A,FN,2000,11/Oct/00,1068500,120,,"ICOLD, WISE, Wood 2012","Estimated 250 million gallons (950,000 m3) of water and 155,000 cubic yards (118,500 m3) of coal waste into local streams 80' deep over a 15-18' crown pillar; $46M for cleanup, $3.5M in state fines; since this event, 22 impoundment spills attributed to Massey-operated sites through2010 (Wheeling Jesuit Univ.)",,Coal,,,,,,,,,0.563360826,3.076923077,0,3.640283903,,3.640283903,0,0
1,"Aitik mine, near Gällivare, Sweden (Boliden Ltd)",Cu,DS,MW & E,15,15000000,1,A,ER,2000,8/Sep/00,1800000,5.2,,"ICOLD, WISE","Failure at containment wall separating tailings pond from decant pond, which caused a 1.3m rise I nwater level. Discharge was controlled and only increase in suspended solids in the Leipojoki and Sakajoki Rivers was reported. https://pure.ltu.se/portal/files/96533586/Numerical_analysis_of_staged_construction_of_an_upstream_tailings_dam.pdf",PCD,Cu,1340,0.4,0.2,0.560418709,1968,317,Py,,0.94904023,0.133333333,0,1.082373564,,1.082373564,0,0
3,"Borsa, Romania (Remin S.A - govt)",Pb Zn,,,,,1,A,U,2000,10-Mar-00,9140,,,WISE,"22,000 t of heavy-metal contaminated tailings, contamination of the Vaser stream, tributary of the Tisza River. Company: Remin SA",,Pb Zn,,,,,,,Py,,0.004819015,0,0,0.004819015,,0,0,0.004819015
1,"Baia Mare, Romania (Aurul S.A,.Esmeralda Exploration)",Au,DS then US,T,7,800000,1,A,ST,2000,30/Jan/00,100000,100,,"ICOLD, WISE, Rico","(Aurul SA-Esmeralda Exploration, Australia (50%), Remin S.A. (44.8%))  Killed tonnes of fish and poisoned drinking water of more than 2 million people in Hungary; retreating old tailings (mining there for over 2,000 years) with cyanide; high snowfall led to water rise and overtopping causing a breach 25m wide and 2.5m deep (livebettermagazine.com)",Tailings,Au,,,,,1999,,"St, Bi, Py, Ga",,0.052724457,2.564102564,0,2.616827021,,2.616827021,0,0
1,"Toledo City, Philippines (Atlas Con Mining Corp)",Cu,,,,,1,B,ST,1999,9/Aug/99,5700000,,,Piplinks,Drainage tunnel blowout,PCD,Cu,2000,0.34,0.24,0.532502451,1955,575,Py,,3.005294063,0,0,3.005294063,,3.005294063,0,0
3,"Red Mountain, BC",Au Ag,Jumbo,,,,1,A,SE,1999,5/Jun/99,10000,,,"Mt Polley Expert Panel 2015, App. I",Failure of the surface water diversion culvert beneath the facility. Discharge of tailings into the water reclaim pond downstream of the impoundment and into Little Sheep Creek.,,Au Ag,,,,,,,,,0.005272446,0,0,0.005272446,,0,0,0.005272446
2,"Surigao Del Norte Placer, Philippines (3 of 3) Manila Mining Corp",Au,,,,,3,U,U,1999,26/Apr/99,400000,12,4,"ICOLD, Piplinks","Manila Mining Corp.  Tailings spill from damaged concrete pipe.  17 homes buried, 51 hectares of riceland swamped. Release 700,000 t (ICOLD)",Placer,Au,,,,,,,,,0.210897829,0.307692308,0.285714286,0.804304422,,0,0.804304422,0
3,"Huelva, Spain (Fertiberia, Foret)",P,,,,,1,A,OT,1998,31/Dec/98,50000,,,"ICOLD, WISE, Wood 2012","Fertiberia phosphate mine.  Release of wastewater between 50,000 - 400,000m3 of acidic and toxic water (Wood 2012).  Dam constructed in 1997.",Strat,P,,,,,,,,,0.026362229,0,0,0.026362229,,0,0,0.026362229
3,"Zamboanga Del Norte, Sibutad Gold Project (Philex Mining Corp)",Au,,,,,1,A,OT,1998,27/Jun/98,,,,Piplinks,Philex Gold Philippines Inc. Heavy rain resulted in overflowing of silt dam at the Sibutad gold project,,Au,,,,,,,,,0,0,0,0,,0,0,0
1,"Los Frailes, near Seville, Spain (Boliden Ltd.)",Pb Zn,DS,WR,27,15000000,1,A,FN,1998,25/Apr/98,6800000,41,,"ICOLD, WISE, Rico",Modern mining started in 1876 at nearby Aznalcollar; Andaluza de Piritas started open pit in 1979 after delineating recently-discovered mineralization; Boliden purchased company in 1987.,VMS,Pb Zn,161,0.44,,2.53927127,1979,,PY,,3.585263092,1.051282051,0,4.636545144,,4.636545144,0,0
2,"Mulberry Phosphate, Polk County, Florida, USA (Mulberry Phosphate)",P,,,,,2,A,SE,1997,7/Dec/97,200000,,,WISE; Beavers 2013.,"Phosphogypsum stack failure. Biota in the Alafia River eliminated (WISE). Mulberry Phosphate had a gypsum stack dam break that resulted in the release of approximately 50 million gallons of waters into adjacent marshes and ponds. Acidic water eventually traveled down the Alafia toward Tampa Bay. Estimates of fish killed ranged from 50,000 to 3,000,000 (Beavers 2013).",Strat,P,,,,,,,,,0.105448914,0,0,0.105448914,,0,0.105448914,0
3,"Zamboanga Del Norte, Sibutad Gold Project (Philex Mining Corp)",Au,,,,,1,A,OT,1997,6/Nov/97,,,,Piplinks,Philex Gold Philippines Inc. Heavy rain caused mudflow and rockslide into silt dam at Lalab. Flashfloods damaged nearby houses and rice fields.,,Au,,,,,,,,,0,0,0,0,,0,0,0
2,"Pinto Valley, Arizona, USA (BHP Copper)",Cu,US,,,,1,B,SI,1997,22/Oct/97,230000,,0.8,"ICOLD, WISE, Rana",Tailings dam slope failure. Tailings flow covers 16 hectares.,PCD,Cu,,,,,,,,,0.121266252,0,0.057142857,0.178409109,,0,0.178409109,0
3,"Tranque Antiguo Planta La Cocinera, IV Region, Vallenar, Chile",,US/CL,,30,,1,A,EQ,1997,14/Oct/97,60000,0.15,,Villavicencio,"Intraplate earthquake Ms = 7.0, R = 80 km, dam slope 1.7:1; deaths in 1943 failure after 7.9 magnitude eartquake",,0,,,,,,,,,0.031634674,0.003846154,0,0.035480828,,0,0,0.035480828
3,"Algarrobo, IV Region, Vallenar, Chile",Fe,US,,18,,1,A,EQ,1997,14/Oct/97,,,,Villavicencio,"Intraplate earthquake Ms = 7.0, R = 100 km, dam slope 1.5:1",Magmatic,Fe,,,,,,,,,0,0,0,0,,0,0,0
3,"Algarrobo, IV Region, Vallenar, Chile",Fe,US,,20,,1,A,EQ,1997,14/Oct/97,,,,Villavicencio,"Intraplate earthquake Ms = 7.0, R = 80 km, dam slope 1.5:1",Magmatic,Fe,,,,,,,,,0,0,0,0,,0,0,0
3,"Maitén, IV Region, Vallenar, Chile",,US,,15,,1,A,EQ,1997,14/Oct/97,,,,Villavicencio,"Intraplate earthquake Ms = 7.0, R = 120 km, dam slope 1.5:1",,0,,,,,,,,,0,0,0,0,,0,0,0
2,"Amatista, Peru",,US,,,,1,B,EQ,1996,12/Nov/96,600000,,,"WISE, Oldecop & Rodríguez 2007","Liquefaction failure of upstream-type tailings dam during M 7.5 Nazca earthquake. Flow runout of about 600 meters, spill into river, croplands contaminated. Contamination, damming Acarí river with 600 thousand m3 of tailings",,0,,,,,,,,,0.316346743,0,0,0.316346743,,0,0.316346743,0
3,"Caravelí, Peru",,,,,,1,B,EQ,1996,12/Nov/96,,,,Oldecop & Rodríguez 2007,M 7.5 Nazca earthquake,,,,,,,,,,,,,,,,,,
2,"El Porco, Bolivia (Comsur-62%, Rio Tinto-33%)",Pb Zn,,,,,1,A,U,1996,29/Aug/96,166000,300,,"ICOLD, WISE","400,000 tonnes released, 300 km of Pilcomayo river contaminated",Vein,Pb Zn,,,,,,,,,0.087522599,7.692307692,0,7.779830291,,0,7.779830291,0
2,"Sgurigrad, Bulgaria",Pb Zn,US,T,45,1520000,1,A,SI,1996,1-May-96,220000,6,,"ICOLD, Rico",,,Pb Zn,,,,,,,,,0.115993806,0.153846154,0,0.26983996,,0,0.26983996,0
1,"Marcopper, Marinduque Island, Philippines (2 of 2) (Placer Dome and President Marcos)",Cu,Open Pit,,,15000000,1,B,ST,1996,24/Mar/96,1600000,26,,"ICOLD, WISE, Piplinks, Rana",Drainage tunnel plug failed. 26 km of the Makulaquit and Boac river systems filled with tailings rendering them unusable; US$ 80 million in damage; no production after this event,PCD,Cu,372,0.55,0.11,0.63823029,1969,55,Py,,0.843591316,0.666666667,0,1.510257983,,1.510257983,0,0
3,"Laisvall (Boliden), Sweden","Pb,Zn, Ag",Unk,tailings & moraine,40,20000000,1,A,ER,1996,1996,0,,,http://ec.europa.eu/environment/waste/mining/pdf/mining_dams_seminar.pdf,Uncontrolled erosion at an internal dam due to earth works resulted in high flows into the clarification pond.,,"Pb,Zn, Ag",,,,,,,,,0,0,0,0,,0,0,0
3,"Negros Occidental, Bulawan Mine Sipalay River, Philippines (Philex Mining Corp)",Au,,,,,1,A,U,1995,8/Dec/95,,,,Piplinks,Pressure exerted by impounded tailings caused leak in decant tower of tailings pond 1 at the Bulawan gold mine. This was the 4th discharge in this area (1st was in 1982);  mine reactivated by Philex in 1996 and decommissioned in 2002 after which tailings dried up causing a dust problem as far as 5km from site,,Au,,,,,1957,,,,0,0,0,0,,0,0,0
3,"Golden Cross, Waitekauri Valley, New Zealand (Coeur d'Alène Mines)",Au,,R,25-30,3000000,1,A,FN,1995,Dec/95,,,,ICOLD,Movement of dam,,Au,,,,,,,,,0,0,0,0,,0,0,0
2,"Surigao del Norte Placer, Philippines (2 of 3) (Manila Mining Corp)",Au,WR,E,17,,1,B,FN,1995,2/Sep/95,50000,,12,"ICOLD, WISE","12 people killed, coastal pollution ",Placer,Au,,,,,,,,,0.026362229,0,0.857142857,0.883505086,,0,0.883505086,0
1,"Omai Mine, Tailings dam No 1, 2, Guyana (Cambior)",Au,WR,R,44,5250000,1,A,ER,1995,19/Aug/95,4200000,80,,"ICOLD, WISE, Rico","Cambior Inc., Canada (65%), Golden Star Resources Inc., Colorado, USA (30%) 80 km of Essequibo River declared environmental disaster zone.",Vein,Au,43,,1.51,1.211161252,1993,8,Py,,2.214427204,2.051282051,0,4.265709255,,4.265709255,0,0
3,"Middle Arm, Launceston, Tasmania",Au,CL,E,4,25000,1,A,OT,1995,25/Jun/95,5000,,,ICOLD,,,Au,,,,,,,,,0.002636223,0,0,0.002636223,,0,0,0.002636223
3,"Riltec, Mathinna, Tasmania",Au,CL,E,7,120000,2,A,SE,1995,Jun/95,40000,,,ICOLD,,,Au,,,,,,,,,0.021089783,0,0,0.021089783,,0,0,0.021089783
1,"Hopewell Mine, Hillsborough County, Florida, USA (IMC-Agrico)",P,,,,,1,A,U,1994,19/Nov/94,1900000,,,WISE,"Water from a clay settling pond spilled into nearby wetlands and the Alafia River, Keysville flooded.",Strat,P,,,,,,,,,1.001764688,0,0,1.001764688,,1.001764688,0,0
1,"Payne Creek Mine, Polk County, Florida, USA (IMC-Agrico)",P,,,,,1,A,U,1994,2/Oct/94,6800000,,,WISE,"Majority of spill contained on adjacent mining area; 500,000 m3 released into Hickey Branch, a tributary of Payne Creek.",Strat,P,,,,,,,,,3.585263092,0,0,3.585263092,,3.585263092,0,0
3,"Fort Meade Phosphate, Florida, USA (Cargill)",P,,,,,2,A,SE,1994,Oct/94,76000,,,WISE,Phosphogypsum process (?) water. Spill into Peace River near Fort Meade.,Strat,P,,,,,,,,,0.040070588,0,0,0.040070588,,0,0,0.040070588
4,"IMC-Agrico Phosphate, Florida, USA",P,,,,,2,A,MS,1994,Jun/94,,,,WISE,Sinkhole opens in phosphogypsum stack.,Strat,P,,,,,,,,,0,0,0,0,,0,0,0
1,"Merriespruit, near Virginia, South Africa (Harmony) - No 4A Tailings Complex",Au,US paddock,T,31,7040000,1,B,OT,1994,22/Feb/94,600000,4,17,"ICOLD, WISE, Rico","Dam wall breach following heavy rain, tailings traveled 4 km downstream, 17 people killed, extensive damage to residential township; No 4 TSF started in 1978 and was only 320m from nearest houses",WITS,Au,,,,,1950,,Py,,0.316346743,0.102564103,1.214285714,1.63319656,,1.63319656,0,0
4,"Olympic Dam, Roxby Downs, South Australia",Cu U,,,,,3,U,U,1994,14/Feb/94,5000000,,,WISE,Designed groundwater leakage from unlined tailings impoundment into groundwater.  Up to 5 million m3 of contaminated water into the subsoil.,,Cu U,4800,1.4,0.6,3.321256127,1988,10,Py,,2.636222862,0,0,2.636222862,,0,0,0
3,"Minera Sera Grande: Crixas, Goias, Brazil",Au,DS then US,CST,41,2250000,2,A,SI,1994,Feb/94,0,,,ICOLD,Slip from rise in phreatic surface.caused by poorly constructed ineffectual drains.no release operations halted for 3 weeks lost revenue.,,Au,,,,,,,,,0,0,0,0,,0,0,0
2,"Tapo Canyon, Northbridge, California",Aggregate,US,T,24,,2,A,EQ,1994,17/Jan/94,135000,0.18,,Harder&Stewart 1996,"The failure involved a 60-m-wide breach of a tailings dam with a maximum height of 24 m, and 60 and 90 m downstream displacements of two sections of the dam. The failure resulted from liquefaction of the impounded tailings and possibly of the embankment materials.",,Aggregate,,,,,,,,,0.071178017,0.004615385,0,0.075793402,,0,0.075793402,0
3,"Fort Meade, Florida, Cargill phosphate (3 of 3)",P,,,,,1,A,U,1994,Jan/94,76000,,,WISE,,,P,,,,,,,,,0.040070588,0,0,0.040070588,,0,0,0.040070588
1,"Longjiaoshan, Daye Iron Ore mine, Hubei",Fe,,,,,1,A,U,1994,Jan/94,,,31,Wei,,,Fe,,,,,,,,,0,0,2.214285714,2.214285714,,2.214285714,0,0
2,"Marcopper, Marinduque Island, Mogpog Philippines(12/6) (1 of 2) (Placer Dome-President Marcos)",Cu,,,,,1,A,U,1993,6/Dec/93,,,2,Piplinks,Siltation (tailings) dam failure. Mogpog River and Mogpog town flooded. The dam was completed in 1992.,,Cu,,,,,,,,,0,0,0.142857143,0.142857143,,0,0.142857143,0
3,"Gibsonton, Florida, USA (Cargill)",P,,,,,2,A,U,1993,Oct/93,,,,WISE,Fish killed when acidic water spilled into Archie Creek (WISE). ,Strat,P,,,,,,,,,0,0,0,0,,0,0,0
3,"TD 7, Chingola, Zambia",Cu,US,T&E,5,,1,A,OT,1993,1/Aug/93,42,,,ICOLD,,,Cu,,,,,,,,,2.21E-05,0,0,2.21E-05,,0,0,2.21E-05
3,"Itogon-Suyoc, Baguio gold district, Luzon, Philippines (Benguet Corp)",Au Ag,,,,,1,A,OT,1993,26/Jun/93,,,,"ICOLD, Piplinks",Itogon-Suyoc Mines.  Overtopping at the dam of the Itogon-Suyoc gold and silver mines occurred during a typhoon when the dam’s penstock and diversion tunnel were blocked. Siltation of the adjoining river. No production after this event.,Vein,Au Ag,>50,2.5,6,7.312561265,1931,37,Py,,0,0,0,0,,0,0,0
3,"Saaiplaas, South Africa, failure on south ring dyke (22Mar93)",Au,US,CST,28,,1,A,SI,1993,22/Mar/93,100,,,"Blight, ICOLD","Slope Stability in Surface Mining, W. A. Hustrulid, M. Kim McCarter, Dirk J. A. Van Zyl, 2001, Chapter 42, Management and Operational Background to the Three Tailings Dam Failures in South Africa, G Blight, p. 386.  Three separate events within 4 days.  ",Wits,Au,,,,,,,,,5.27E-05,0,0,5.27E-05,,0,0,5.27E-05
3,"Saaiplaas, South Africa, 2 failures on west ring dyke (18-19Mar93)",Au,US,CST,28,,1,A,SI,1993,18/Mar/93,100,,,"Blight, ICOLD","Slope Stability in Surface Mining, W. A. Hustrulid, M. Kim McCarter, Dirk J. A. Van Zyl, 2001, Chapter 42, Management and Operational Background to the Three Tailings Dam Failures in South Africa, G Blight, p. 386.  Three separate events within 4 days.  ",Wits,Au,,,,,,,,,5.27E-05,0,0,5.27E-05,,0,0,5.27E-05
3,"Magma Copper Company Pinto Valley Division Pinto Valley Operations, Arizona ",cu,,,,,1,A,OT,1993,Jan/Feb-93,90000,,,EPA 1998,"In January and February 1993 heavy precipitation contributed to an overtopping of the No 1 Tailings Dam berm resulting in an erosional event on the face of the dam Approximately 54.1 million gallons of storm water and process water and 90,000 cubic yards of tailings were released ",,cu,,,,,,,,,0.047452012,,,,,,,
2,"Ray Complex, Pinal County, Arizona, AB-BA Impoundment",Cu,US,,46,,1,A,OT,1993,9/Jan/93,216000,18,,EPA 1997,"Swollen out of its banks by the heavy rains, the Gila River breached the AB-BC tailings impoundment containment dike on the night of January 9, 1993.  Continued flooding over the next several days resulted in a total of 13 separate breaches of the dike, three of which eroded through the dike and into the toe of the tailings pile.",,Cu,,,,,,,,,0.113884828,0.461538462,0,0.575423289,,0,0.575423289,0
2,"Marsa, Peru (Marsa Mining Corp)",Au,,,,,1,A,OT,1993,1993,,,6,"WISE, Piplinks",Dam failure from overtopping.,Vein,Au,,,,,,,,,0,0,0.428571429,0.428571429,,0,0.428571429,0
3,"Kojkovac, Montenegro",Pb Zn,WR,E,,3500000,2,B,ER,1992,Nov/92,0,,,ICOLD,,,Pb Zn,,,,,,,,,0,0,0,0,,0,0,0
2,"Maritsa Istok 1, Bulgaria",Coal,,Ash,15,52000000,1,A,ER,1992,1/Mar/92,500000,,,"ICOLD, WISE",Dam failure from inundation of the beach.,Strat,Coal,,,,,,,,,0.263622286,0,0,0.263622286,,0,0.263622286,0
1,"Tubu, Benguet, No.2 Tailings Pond, Luzon, Philippines - Padcal (Philex)",Cu,,,,102000000,1,A,FN,1992,2/Jan/92,32243000,,,"Piplinks, Larrauri","Philex Mining Corp. Collapse of dam wall (foundation failure). 80,000,000 tonnes released, siltation affected government irrigation system; the 2nd of 3 dams that Philex controls failed in 1994 and a 3rd breached in 2001; Benguet Corp and Lepanto mines have built 5 TSFs each and no longer operate their mines; Itogon-Suyac;s TSF collapsed in 1994 (from UN report (2007))",PCD,Cu,590,0.3,0.35,0.58073274,1958,200,Py,,16.99994675,0,0,16.99994675,,16.99994675,0,0
3,"Ajka Alumina Plant, Kolontár, Hungary",Al,DS,Compacted Fly Ash,25,4500000,1,A,ST,1991,3/Nov/91,43200,,,"Kolontár Report, Larrauri","The Kolontar Report (https://www.google.com/?gws_rd=ssl#q=kolontar+hungary+disaster)  Dam break occurred during the construction of Reservoir 10 resulting in alkaline (pH = 10-11) slag water escaping, polluting the rivers Marcal and Rába through the Torna stream to a traceable extent.",,Al,,,,,,,,,0.022776966,0,0,0.022776966,,0,0,0.022776966
3,"Iron Dyke, Sullivan Mine, Kimberley, BC, Canada (Cominco, Inc)",Pb Zn,US,,21,,1,A,SI,1991,23/Aug/91,75000,,,"ICOLD, WISE, Mt Polley Expert Panel 2015, App I","Dam failure (liquefaction in old tailings foundation during construction of incremental raise), material was contained in an adjacent pond.",VMS,Pb Zn,170,,,5.693021381,1909,130,PY,,0.039543343,0,0,0.039543343,,0,0,0.039543343
3,Magma Mine Tailings Dam #3,Cu,US,,,,1,A,SI,1991,4/Jan/91,8000,,,EPA 1997,"On January 4, 1991, the face of Tailings Dam No. 3 failed, allowing 150 to 250 tons of tailings to enter Pinto Creek. The tailings discharge was accompanied by approximately two million gallons of water which were released over a period of 16 hours.",,Cu,,,,,,,,,0.004217957,0,0,0.004217957,,0,0,0.004217957
2,Brewer Gold Mine Jefferson South Carolina,Au,,,,,1,A,U,1990,1/Nov/90,41639.51,80,,"NWF, 2012","The spill killed 11,000 fish and decimated 50 miles of the Lynches River. (Protecting America's Waters from Irresponsible Mining, National Wildlife Federation, February, 2012)",,Au,,,,,,,,,0.021954206,2.051282051,0,2.073236257,,0,2.073236257,0
2,"Matachewan Mines, Kirtland Lake, Ontario",U,,,,,1,A,U,1990,17/Oct/90,190000,168,,"Proceedings of Canadian dam safety conference, Niagara Falls (Canada), Oct 1996; Ontario Environment, 1990","Proceedings: Failure of the dam in 1990, when it discharged 190,000 cu m of tailings into Davidson Creek and the Montreal River. The contaminant plume was observed as far away as Lake Temiskaming, some 168 km downstream. (https://www.etde.org/etdeweb/details.jsp?query_id=1&page=0&osti_id=415194); Ontario Environment (https://archive.org/details/matachewanmineta00ontauoft)",,U,,,,,,,,,0.100176469,4.307692308,0,4.407868776,,0,4.407868776,0
3,"Soda Lake, California, USA",Na,US,E,3,,2,A,EQ,1989,17/Oct/89,,,,ICOLD,,Strat,Na,,,,,,,,,0,0,0,0,,0,0,0
3,"Stancil, Maryland, USA",Sand,US,E,9,74000,1,A,SI,1989,25-Ago-89,38000,0.1,,"ICOLD, Rico, WISE",,Strat,Sand,,,,,,,,,0.020035294,0.002564103,0,0.022599396,,0,0,0.022599396
3,"Silver King, Idaho, USA",Ag Pb,DS,E,9,37000,2,A,OT,1989,5/Aug/89,100,,,ICOLD,,,Ag Pb,,,,,,,,,5.27E-05,0,0,5.27E-05,,0,0,5.27E-05
3,"Southern Clay, Tennessee, USA",Clay,WR,E,5,,1,A,SE,1989,9-Jul-89,300,,,ICOLD,,Strat,Clay,,,,,,,,,0.000158173,0,0,0.000158173,,0,0,0.000158173
2,"Little Bay Mine (Atlantic Coast Copper Co), Little Bay, Newfoundland and Labrador, Canada",Cu,,,,1250000,2,A,,1989,1989,500000,,,https://www.researchgate.net/publication/10589756_State_of_the_marine_environment_at_Little_Bay_Arm_Newfoundland_and_Labrador_Canada_10_years_after_a_do_nothing_response_to_a_mine_tailings_spill,"In 1989, the tailings pond dam at the site of a former copper mine near Little Bay, Newfoundland and Labrador, Canada, ruptured and tailings spilled into Little Bay Arm. As a result, the marine environment around Little Bay Arm has become contaminated with heavy metals from the tailings.",,Cu,,,,,,,,,0.263622286,0,0,0.263622286,,0,0.263622286,0
3,"Big Four, Florida, USA",P,CL,E,,,2,A,FN,1989,1989,,,,ICOLD,,Strat,P,,,,,,,,,0,0,0,0,,0,0,0
3,"Thompson Creek, Idaho, USA (Cyprus)",Mo,CL,CST,146,27000000,2,A,SE,1989,1989,,,,ICOLD,,,Mo,,,,,,,,,0,0,0,0,,0,0,0
3,"Unidentified, Hernando, County, Florida, USA #2",Limestone,US,E,12,3300000,1,A,OT,1988,Sep/88,4600,,,ICOLD,,Strat,Limestone,,,,,,,,,0.002425325,0,0,0.002425325,,0,0,0.002425325
1,"Jinduicheng, Shaanxi Province., China",Mo,US,,40,,1,A,OT,1988,30/Apr/88,700000,,20,"ICOLD, WISE",,,Mo,,,,,,,,,0.369071201,0,1.428571429,1.797642629,,1.797642629,0,0
2,"Consolidated Coal No.1, Tennessee, USA,",Coal,DS,MW,85,1000000,2,A,ST,1988,19/Jan/88,250000,,,"ICOLD, WISE",,Strat,Coal,,,,,,,,,0.131811143,0,0,0.131811143,,0,0.131811143,0
3,"Riverview, Hillsborough County, Florida (Gardiner/Cargill)",P,,,,,1,A,ER,1988,1988,246,,,WISE; Beavers 2013.,"A breach at a Riverview phosphogypsum stack caused the release of 65,000 gallons of process water into Hillsborough Bay, impacting coastal ecosystems, including sea grasses and mangroves. Acidic spill. Thousands of fish killed at mouth of Alafia River. (An Overview of Phosphate Mining and Reclamation in Florida, Casey Beavers, University of Florida thesis, April 2013)",Strat,P,,,,,,,,,0.000129702,0,0,0.000129702,,0,0,0.000129702
3,"Unidentified, Hernando, County, Florida, USA #1",Limestone,DS,E,12,,2,A,FN,1988,1988,,,,ICOLD,,Strat,Limestone,,,,,,,,,0,0,0,0,,0,0,0
4,"Rain Starter Dam, Elko, Nevada, USA",Au,WR,ER,27,1500000,3,U,U,1988,1988,,,,ICOLD,,,Au,,,,,,,,,0,0,0,0,,0,0,0
3,"Surigao Del Norte Placer, Philippines (1 of 3) (Manila Mining Corp)",Au,,,,,1,A,U,1987,9/Jul/87,,,,Piplinks,,Placer,Au,,,,,,,,,0,0,0,0,,0,0,0
2,"Montcoal No.7, Raleigh County, West Virginia, USA",Coal,,,,,1,A,U,1987,8/Apr/87,87000,80,,WISE,tailings flow 80 km downstream,Strat,Coal,,,,,,,,,0.045870278,2.051282051,0,2.097152329,,0,2.097152329,0
3,"Bekovsky, Western Siberia",Coal,US,"Argillite, aleurolite",53,52000000,1,A,SI,1987,25/Mar/87,0,,,ICOLD,"7th dyke was being placed over a frozen beach, to raise dam height to 53m. Rotational slip 15m high x 250m long lowered crest 3m and bottom of slip moved 3m downstream. Caused by high rate of filling (260,000 cu m during 2 ½ months).",Strat,Coal,,,,,,,,,0,0,0,0,,0,0,0
3,"Xishimen, China",Fe,US,T,31,,1,A,SI,1987,21/Mar/87,2230,,,ICOLD,,,Fe,,,,,,,,,0.001175755,0,0,0.001175755,,0,0,0.001175755
4,"Montana Tunnels, MT, USA (Pegasus Gold)",Au,DS,MW,33,250000,3,U,U,1987,1987,,,,ICOLD,"When tailings deposition resumed following liner repairs, routine groundwater monitoring detected elevated levels of process solution immediately downstream from the embankment.  Impoundment seepage was estimated as 450 to 650 gpm.  A recovery system of pumpback wells was installed downstream from the embankment.",,Au,150,,0.51,0.41603863,1986,3.5,,,0,0,0,0,,0,0,0
3,"Marianna Mine #58, PA",Coal,US,E,37,300000,2,A,SI,1986,19/Nov/86,,,,ICOLD,A slide occurred in the upstream slope as a raise was being constructed of clayey fill over the fine coal refuse (tailings)beach.  The cause was undrained shear failure due to rapid loading.,Strat,Coal,,,,,,,,,0,0,0,0,,0,0,0
2,"Mankayan District, Luzon, Phillippines, No.3 Tailings Pond (Benguet Corp subsidiary Lepanto Con Mining Co)",Cu Au,,E,,,1,A,ST,1986,17/Oct/86,100000,,,"ICOLD, Piplinks",Lepanto Consolidated Mining Corporation. Collapse of tailings pond 3 due to weakened dam embankment caused by additional loading. Siltation of the Abra River which affected 9 municipalities,,Cu Au,,,,,,,,,0.052724457,0,0,0.052724457,,0,0.052724457,0
3,"Pico de Sao Luis, Gerais, Brazil",Fe ,,T,20,,1,A,ER,1986,2/Oct/86,,,,ICOLD,,Strat,Fe ,,,,,,,,,0,0,0,0,,0,0,0
3,"Story’s Creek, Tasmania",Sn,Valley side,,17,30000,1,B,OT,1986,16/May/86,100,,,ICOLD,"Dam built in 1931 in an uncontrolled manner, mainly of tailings, with crest width of 1m and downstream slope 1:1.  Overtopped during 1 in 100 year flood.  Dam failed, spillway shifted; slimes released; pipeline washed out causing further pollution of waterway. Minimal release of tailings.",,Sn,,,,,,,,,5.27E-05,0,0,5.27E-05,,0,0,5.27E-05
3,"Rossarden, Tasmania",Sn,WR,E,7.5,200000,1,B,OT,1986,16/May/86,,,,ICOLD,,,Sn,,,,,,,,,0,0,0,0,,0,0,0
2,"Itabirito, Minas Gerais, Brazil (Itaminos Comercio de Minerios)",Fe,Gravity,Masonry,30,,1,A,ST,1986,May/86,100000,12,7,"ICOLD, WISE, Rico","Dam of masonry construction using bricks made from clay and iron ore tailings burst, it is said, due to saturation of the brickwork.",Strat,Fe,,,,,,,,,0.052724457,0.307692308,0.5,0.860416765,,0,0.860416765,0
